CD5D_partA_Timestamp_Unix_CAL,CD5D_partA_Quat_Madge_9DOF_Z_WR_CAL,CD5D_partA_Quat_Madge_9DOF_Z_LN_CAL,CD5D_partA_Quat_Madge_9DOF_Y_WR_CAL,CD5D_partA_Quat_Madge_9DOF_Y_LN_CAL,CD5D_partA_Quat_Madge_9DOF_X_WR_CAL,CD5D_partA_Quat_Madge_9DOF_X_LN_CAL,CD5D_partA_Quat_Madge_9DOF_W_WR_CAL,CD5D_partA_Quat_Madge_9DOF_W_LN_CAL,CD5D_partA_Mag_Z_CAL,CD5D_partA_Mag_Y_CAL,CD5D_partA_Mag_X_CAL,CD5D_partA_Gyro_Z_CAL,CD5D_partA_Gyro_Y_CAL,CD5D_partA_Gyro_X_CAL,CD5D_partA_GSR_Skin_Resistance_CAL,CD5D_partA_GSR_Skin_Conductance_CAL,CD5D_partA_GSR_Range_CAL,CD5D_partA_Euler_9DOF_Yaw_WR_CAL,CD5D_partA_Euler_9DOF_Yaw_LN_CAL,CD5D_partA_Euler_9DOF_Roll_WR_CAL,CD5D_partA_Euler_9DOF_Roll_LN_CAL,CD5D_partA_Euler_9DOF_Pitch_WR_CAL,CD5D_partA_Euler_9DOF_Pitch_LN_CAL,CD5D_partA_Activity_Step_Count_CAL,CD5D_partA_Activity_Percentage_Sedentary_CAL,CD5D_partA_Activity_Percentage_Active_CAL,CD5D_partA_Activity_Intensity_Scaled_CAL,CD5D_partA_Activity_Intensity_Raw_CAL,CD5D_partA_Activity_Accel_Magnitude_CAL,CD5D_partA_Accel_WR_Z_CAL,CD5D_partA_Accel_WR_Y_CAL,CD5D_partA_Accel_WR_X_CAL,CD5D_partA_Accel_LN_Z_CAL,CD5D_partA_Accel_LN_Y_CAL,CD5D_partA_Accel_LN_X_CAL,NA
ms,no_units,no_units,no_units,no_units,no_units,no_units,no_units,no_units,local_flux,local_flux,local_flux,deg/s,deg/s,deg/s,kOhms,uS,no_units,no_units,no_units,no_units,no_units,no_units,no_units,no_units,no_units,no_units,no_units,no_units,m/(s^2),m/(s^2),m/(s^2),m/(s^2),m/(s^2),m/(s^2),m/(s^2),NA
1.53E+12,0.00165147,0.001653719,0.00181696,0.001849234,-0.000427704,-0.00024276,0.999996894,0.999996893,0.313343328,-0.175412294,0.653673163,91.08396947,51.67938931,-9.847328244,6066.666667,0.164835165,0,0.189156475,0.189451892,-0.048667547,-0.027467903,0.208289039,0.211952382,0,-1,-1,-1,-1,8.764899894,0.354066986,-1.937799043,-8.540669856,0.945652174,-0.152173913,-5.586956522,NA
1.53E+12,0.003423386,0.003428873,0.003372429,0.003477906,-0.001684432,-0.001046347,0.999987035,0.999987526,0.334332834,-0.178410795,0.649175412,98.04580153,38.80916031,-51.64885496,18200,0.054945055,0,0.391647131,0.39251061,-0.191700996,-0.118537474,0.387110638,0.398948048,0,-1,-1,-1,-1,10.75172531,-2.755980861,-3.555023923,-9.765550239,1.347826087,0.706521739,-5.326086957,NA
